customer_id,signup_date,acquisition_channel
CUST094660,01-08-2025,Paid
CUST094661,06-01-2025,Social
CUST094663,04-05-2025,Organic
CUST094665,04-01-2025,Organic
CUST094666,20-05-2025,Referral
CUST094669,07-12-2024,Paid
CUST094671,18-01-2025,Referral
CUST094672,28-11-2024,Referral
CUST094674,28-01-2025,Organic
CUST094677,24-11-2024,Social
CUST094678,21-03-2025,Organic
CUST094679,15-11-2024,Organic
CUST094680,26-05-2025,Social
CUST094681,25-04-2025,Paid
CUST094682,18-01-2025,Organic
CUST094683,11-12-2024,Social
CUST094688,28-12-2024,Social
CUST094689,23-12-2024,Organic
CUST094690,20-12-2024,Referral
CUST094693,14-02-2025,Organic
CUST094697,19-05-2025,Organic
CUST094699,11-04-2025,Organic
CUST094700,26-04-2025,Referral
CUST094703,25-03-2025,Referral
CUST094704,07-07-2025,Organic
CUST094706,08-12-2024,Paid
CUST094707,08-01-2025,Organic
CUST094709,16-02-2025,Social
CUST094711,24-01-2025,Referral
CUST094715,21-01-2025,Organic
CUST094719,27-01-2025,Organic
CUST094722,20-01-2025,Referral
CUST094723,18-05-2025,Organic
CUST094724,11-05-2025,Paid
CUST094727,08-02-2025,Organic
CUST094729,30-05-2025,Organic
CUST094730,10-03-2025,Organic
CUST094731,09-02-2025,Paid
CUST094734,06-04-2025,Organic
CUST094735,21-02-2025,Organic
CUST094736,16-06-2025,Paid
CUST094738,16-01-2025,Referral
CUST094739,21-02-2025,Organic
CUST094740,20-01-2025,Organic
CUST094741,24-02-2025,Organic
CUST094743,09-02-2025,Organic
CUST094746,19-02-2025,Paid
CUST094747,18-03-2025,Organic
CUST094749,17-01-2025,Organic
CUST094750,29-01-2025,Organic
CUST094752,01-12-2024,Organic
CUST094753,24-12-2024,Paid
CUST094755,31-12-2024,Organic
CUST094756,03-12-2024,Paid
CUST094758,08-04-2025,Organic
CUST094759,28-12-2024,Organic
CUST094760,09-12-2024,Paid
CUST094762,10-05-2025,Organic
CUST094763,09-02-2025,Organic
CUST094766,16-04-2025,Organic
CUST094767,27-08-2025,Paid
CUST094768,26-12-2024,Social
CUST094771,12-12-2024,Referral
CUST094772,01-05-2025,Paid
CUST094776,30-08-2025,Paid
CUST094778,11-05-2025,Social
CUST094780,10-02-2025,Referral
CUST094784,10-12-2024,Paid
CUST094788,06-04-2025,Paid
CUST094789,08-03-2025,Organic
CUST094792,07-04-2025,Paid
CUST094793,17-06-2025,Paid
CUST094794,12-04-2025,Paid
CUST094797,05-01-2025,Referral
CUST094798,14-03-2025,Organic
CUST094799,02-06-2025,Paid
CUST094800,17-04-2025,Paid
CUST094801,21-12-2024,Organic
CUST094802,28-02-2025,Organic
CUST094803,25-02-2025,Organic
CUST094804,23-03-2025,Organic
CUST094807,24-04-2025,Paid
CUST094812,20-12-2024,Paid
CUST094814,02-03-2025,Social
CUST094815,15-02-2025,Paid
CUST094817,27-03-2025,Organic
CUST094820,20-04-2025,Organic
CUST094821,16-03-2025,Organic
CUST094822,10-03-2025,Paid
CUST094823,06-04-2025,Referral
CUST094824,21-01-2025,Paid
CUST094827,10-12-2024,Organic
CUST094828,10-06-2025,Organic
CUST094832,06-03-2025,Organic
CUST094833,26-03-2025,Paid
CUST094834,04-01-2025,Organic
CUST094835,05-02-2025,Referral
CUST094839,27-05-2025,Paid
CUST094841,23-03-2025,Organic
CUST094844,04-12-2024,Referral
CUST094847,04-01-2025,Organic
CUST094849,09-12-2024,Referral
CUST094850,25-12-2024,Social
CUST094857,16-01-2025,Organic
CUST094860,16-12-2024,Social
CUST094861,07-12-2024,Paid
CUST094862,13-12-2024,Social
CUST094863,06-08-2025,Organic
CUST094864,07-12-2024,Organic
CUST094866,03-01-2025,Organic
CUST094870,23-12-2024,Social
CUST094871,01-03-2025,Organic
CUST094873,31-03-2025,Organic
CUST094874,13-01-2025,Organic
CUST094877,05-02-2025,Paid
CUST094878,23-02-2025,Organic
CUST094880,01-01-2025,Referral
CUST094881,30-12-2024,Referral
CUST094882,19-02-2025,Organic
CUST094886,25-05-2025,Social
CUST094887,11-05-2025,Organic
CUST094889,05-04-2025,Organic
CUST094890,10-11-2024,Organic
CUST094891,31-08-2025,Paid
CUST094892,05-12-2024,Organic
CUST094895,07-04-2025,Social
CUST094900,27-12-2024,Social
CUST094901,19-12-2024,Organic
CUST094902,25-08-2025,Social
CUST094904,05-07-2025,Paid
CUST094907,21-03-2025,Paid
CUST094908,23-04-2025,Organic
CUST094909,05-01-2025,Paid
CUST094910,31-12-2024,Organic
CUST094911,31-01-2025,Organic
CUST094912,15-01-2025,Organic
CUST094916,03-01-2025,Organic
CUST094917,24-05-2025,Organic
CUST094919,03-01-2025,Paid
CUST094921,28-12-2024,Paid
CUST094925,09-03-2025,Paid
CUST094926,27-01-2025,Paid
CUST094927,30-03-2025,Paid
CUST094930,31-03-2025,Social
CUST094931,23-12-2024,Social
CUST094932,23-01-2025,Organic
CUST094933,10-02-2025,Organic
CUST094934,02-07-2025,Social
CUST094937,11-12-2024,Organic
CUST094939,14-02-2025,Social
CUST094941,11-02-2025,Organic
CUST094944,31-01-2025,Social
CUST094946,26-04-2025,Organic
CUST094948,18-12-2024,Referral
CUST094949,08-02-2025,Social
CUST094951,02-01-2025,Referral
CUST094952,28-01-2025,Organic
CUST094954,10-02-2025,Social
CUST094957,14-01-2025,Organic
CUST094958,28-11-2024,Organic
CUST094962,18-08-2025,Organic
CUST094965,03-01-2025,Paid
CUST094968,19-04-2025,Organic
CUST094970,25-03-2025,Organic
CUST094972,09-02-2025,Organic
CUST094973,24-07-2025,Organic
CUST094974,06-03-2025,Paid
CUST094977,03-06-2025,Organic
CUST094979,18-12-2024,Organic
CUST094981,20-11-2024,Referral
CUST094988,31-01-2025,Organic
CUST094989,06-03-2025,Organic
CUST094990,01-04-2025,Organic
CUST094991,17-03-2025,Organic
CUST094992,05-02-2025,Organic
CUST094993,24-01-2025,Organic
CUST094994,22-12-2024,Paid
CUST094995,22-02-2025,Organic
CUST094997,30-01-2025,Organic
CUST094998,06-01-2025,Organic
CUST094999,01-04-2025,Referral
CUST095000,06-01-2025,Referral
CUST095003,14-05-2025,Organic
CUST095007,12-04-2025,Organic
CUST095008,22-01-2025,Organic
CUST095009,29-12-2024,Social
CUST095010,11-03-2025,Paid
CUST095011,27-02-2025,Paid
CUST095013,26-12-2024,Organic
CUST095015,11-05-2025,Organic
CUST095017,15-03-2025,Social
CUST095018,28-12-2024,Organic
CUST095019,12-04-2025,Referral
CUST095023,18-03-2025,Organic
CUST095026,05-01-2025,Paid
CUST095027,20-01-2025,Referral
CUST095029,24-01-2025,Organic
CUST095030,08-03-2025,Referral
CUST095031,08-03-2025,Referral
CUST095032,05-05-2025,Organic
CUST095034,06-04-2025,Organic
CUST095035,25-06-2025,Paid
CUST095036,04-12-2024,Organic
CUST095037,23-02-2025,Referral
CUST095038,11-04-2025,Paid
CUST095039,09-02-2025,Paid
CUST095041,09-01-2025,Organic
CUST095042,15-12-2024,Organic
CUST095044,24-12-2024,Organic
CUST095045,06-02-2025,Organic
CUST095047,10-03-2025,Paid
CUST095050,03-05-2025,Organic
CUST095054,08-04-2025,Organic
CUST095056,16-05-2025,Organic
CUST095058,09-07-2025,Referral
CUST095062,12-12-2024,Social
CUST095063,14-01-2025,Paid
CUST095068,22-02-2025,Organic
CUST095070,23-02-2025,Organic
CUST095073,29-12-2024,Organic
CUST095075,14-03-2025,Referral
CUST095080,02-01-2025,Organic
CUST095082,19-12-2024,Organic
CUST095083,17-06-2025,Paid
CUST095084,02-03-2025,Paid
CUST095086,13-12-2024,Paid
CUST095090,17-01-2025,Organic
CUST095091,25-12-2024,Organic
CUST095092,21-01-2025,Referral
CUST095093,05-01-2025,Paid
CUST095094,17-04-2025,Organic
CUST095097,06-04-2025,Organic
CUST095099,13-02-2025,Organic
CUST095100,07-06-2025,Paid
CUST095101,26-04-2025,Paid
CUST095104,21-08-2025,Referral
CUST095108,01-03-2025,Organic
CUST095111,08-05-2025,Paid
CUST095112,18-02-2025,Organic
CUST095113,16-12-2024,Organic
CUST095114,02-04-2025,Organic
CUST095117,06-12-2024,Paid
CUST095118,13-04-2025,Organic
CUST095122,23-12-2024,Organic
CUST095124,13-05-2025,Organic
CUST095125,09-04-2025,Referral
CUST095127,20-03-2025,Social
CUST095128,22-12-2024,Paid
CUST095129,03-03-2025,Organic
CUST095131,05-01-2025,Organic
CUST095132,09-06-2025,Organic
CUST095133,24-05-2025,Organic
CUST095135,05-12-2024,Organic
CUST095136,29-05-2025,Paid
CUST095139,23-12-2024,Organic
CUST095140,21-03-2025,Organic
CUST095141,23-12-2024,Organic
CUST095143,22-06-2025,Social
CUST095147,16-08-2025,Paid
CUST095150,02-04-2025,Organic
CUST095153,15-01-2025,Organic
CUST095154,24-02-2025,Paid
CUST095155,03-01-2025,Paid
CUST095161,31-12-2024,Social
CUST095162,08-12-2024,Organic
CUST095165,03-02-2025,Organic
CUST095167,12-04-2025,Organic
CUST095168,27-12-2024,Organic
CUST095169,03-04-2025,Referral
CUST095171,10-05-2025,Organic
CUST095173,30-03-2025,Organic
CUST095175,04-02-2025,Organic
CUST095176,28-01-2025,Organic
CUST095178,21-08-2025,Organic
CUST095181,04-01-2025,Organic
CUST095183,05-12-2024,Social
CUST095185,01-02-2025,Organic
CUST095186,16-01-2025,Paid
CUST095188,15-01-2025,Organic
CUST095190,06-12-2024,Organic
CUST095191,03-12-2024,Social
CUST095193,15-08-2025,Social
CUST095194,17-04-2025,Social
CUST095199,18-02-2025,Organic
CUST095200,30-03-2025,Organic
CUST095201,16-02-2025,Organic
CUST095203,20-11-2024,Referral
CUST095209,06-08-2025,Paid
CUST095210,06-11-2024,Paid
CUST095211,28-03-2025,Referral
CUST095212,29-04-2025,Organic
CUST095214,29-01-2025,Paid
CUST095217,10-02-2025,Referral
CUST095219,02-01-2025,Social
CUST095222,17-12-2024,Referral
CUST095223,02-02-2025,Organic
CUST095224,03-05-2025,Paid
CUST095227,03-01-2025,Social
CUST095228,19-04-2025,Paid
CUST095231,13-01-2025,Referral
CUST095232,26-11-2024,Referral
CUST095235,02-04-2025,Organic
CUST095236,31-12-2024,Organic
CUST095237,25-12-2024,Organic
CUST095241,17-03-2025,Social
CUST095242,18-06-2025,Organic
CUST095243,27-07-2025,Organic
CUST095246,15-06-2025,Paid
CUST095248,13-04-2025,Paid
CUST095249,09-05-2025,Organic
CUST095250,15-02-2025,Organic
CUST095253,28-12-2024,Organic
CUST095257,21-07-2025,Social
CUST095264,07-07-2025,Social
CUST095266,27-04-2025,Organic
CUST095267,09-02-2025,Organic
CUST095268,09-12-2024,Organic
CUST095269,27-03-2025,Organic
CUST095270,08-02-2025,Referral
CUST095272,31-12-2024,Paid
CUST095276,30-12-2024,Paid
CUST095277,08-09-2025,Paid
CUST095278,14-08-2025,Organic
CUST095279,30-01-2025,Organic
CUST095280,22-01-2025,Organic
CUST095282,14-01-2025,Organic
CUST095283,16-04-2025,Referral
CUST095287,09-02-2025,Paid
CUST095288,20-02-2025,Referral
CUST095289,05-12-2024,Organic
CUST095292,26-01-2025,Social
CUST095293,07-08-2025,Paid
CUST095296,04-03-2025,Social
CUST095297,24-03-2025,Organic
CUST095301,08-03-2025,Organic
CUST095302,24-12-2024,Organic
CUST095303,17-07-2025,Organic
CUST095307,01-04-2025,Paid
CUST095309,25-12-2024,Organic
CUST095313,03-01-2025,Organic
CUST095314,10-04-2025,Organic
CUST095315,07-08-2025,Organic
CUST095316,16-04-2025,Referral
CUST095317,27-12-2024,Paid
CUST095318,07-04-2025,Organic
CUST095321,21-12-2024,Organic
CUST095323,06-01-2025,Referral
CUST095325,16-05-2025,Social
CUST095329,05-03-2025,Organic
CUST095330,06-05-2025,Organic
CUST095339,30-06-2025,Organic
CUST095340,24-02-2025,Organic
CUST095342,08-02-2025,Referral
CUST095344,11-02-2025,Organic
CUST095347,10-01-2025,Social
CUST095353,10-08-2025,Paid
CUST095355,18-02-2025,Organic
CUST095358,27-01-2025,Paid
CUST095362,14-12-2024,Social
CUST095364,22-07-2025,Paid
CUST095366,09-04-2025,Paid
CUST095369,23-01-2025,Organic
CUST095370,06-02-2025,Referral
CUST095371,11-04-2025,Referral
CUST095372,16-02-2025,Social
CUST095375,09-04-2025,Social
CUST095376,01-04-2025,Organic
CUST095377,12-04-2025,Paid
CUST095378,14-02-2025,Organic
CUST095384,02-06-2025,Paid
CUST095386,04-03-2025,Organic
CUST095387,26-11-2024,Organic
CUST095389,22-01-2025,Organic
CUST095390,07-03-2025,Organic
CUST095394,23-12-2024,Organic
CUST095395,02-01-2025,Organic
CUST095396,09-06-2025,Social
CUST095397,27-04-2025,Paid
CUST095398,30-03-2025,Organic
CUST095403,08-02-2025,Referral
CUST095404,30-05-2025,Organic
CUST095405,19-12-2024,Organic
CUST095406,24-03-2025,Organic
CUST095407,28-06-2025,Paid
CUST095410,31-05-2025,Organic
CUST095411,04-03-2025,Organic
CUST095412,04-03-2025,Organic
CUST095413,05-02-2025,Organic
CUST095415,17-03-2025,Referral
CUST095418,11-01-2025,Paid
CUST095419,20-03-2025,Organic
CUST095422,05-03-2025,Referral
CUST095425,28-02-2025,Organic
CUST095427,02-05-2025,Paid
CUST095428,19-02-2025,Organic
CUST095429,09-01-2025,Paid
CUST095432,11-05-2025,Organic
CUST095434,06-02-2025,Organic
CUST095435,06-01-2025,Social
CUST095436,24-12-2024,Organic
CUST095438,09-05-2025,Paid
CUST095439,30-01-2025,Organic
CUST095440,21-05-2025,Organic
CUST095443,02-04-2025,Paid
CUST095444,13-12-2024,Social
CUST095445,11-12-2024,Social
CUST095447,21-11-2024,Paid
CUST095448,25-06-2025,Organic
CUST095449,11-04-2025,Organic
CUST095451,28-05-2025,Organic
CUST095456,13-08-2025,Organic
CUST095457,27-07-2025,Paid
CUST095458,06-01-2025,Organic
CUST095461,04-02-2025,Paid
CUST095462,24-08-2025,Paid
CUST095463,02-04-2025,Organic
CUST095464,13-03-2025,Organic
CUST095465,20-01-2025,Social
CUST095466,19-02-2025,Paid
CUST095468,10-03-2025,Paid
CUST095469,27-01-2025,Organic
CUST095471,13-01-2025,Paid
CUST095473,28-12-2024,Organic
CUST095476,01-05-2025,Organic
CUST095477,04-05-2025,Paid
CUST095479,17-12-2024,Organic
CUST095480,18-11-2024,Paid
CUST095482,07-05-2025,Referral
CUST095485,13-02-2025,Organic
CUST095487,31-01-2025,Paid
CUST095490,24-03-2025,Organic
CUST095492,23-06-2025,Paid
CUST095493,23-11-2024,Organic
CUST095494,22-03-2025,Organic
CUST095495,28-03-2025,Organic
CUST095496,27-05-2025,Organic
CUST095500,01-03-2025,Social
CUST095501,23-12-2024,Paid
CUST095502,24-01-2025,Referral
CUST095504,17-01-2025,Paid
CUST095507,09-04-2025,Social
CUST095508,03-12-2024,Organic
CUST095509,13-04-2025,Organic
CUST095510,13-01-2025,Organic
CUST095511,17-01-2025,Referral
CUST095515,13-07-2025,Paid
CUST095517,26-04-2025,Organic
CUST095518,07-04-2025,Social
CUST095521,06-12-2024,Referral
CUST095526,06-12-2024,Social
CUST095527,10-02-2025,Organic
CUST095530,16-12-2024,Referral
CUST095531,14-01-2025,Organic
CUST095533,05-04-2025,Organic
CUST095534,04-03-2025,Organic
CUST095535,06-07-2025,Organic
CUST095536,08-04-2025,Organic
CUST095537,07-12-2024,Organic
CUST095539,14-02-2025,Paid
CUST095542,30-03-2025,Social
CUST095543,04-09-2025,Paid
CUST095544,31-07-2025,Organic
CUST095545,02-07-2025,Social
CUST095546,16-04-2025,Organic
CUST095547,26-06-2025,Paid
CUST095548,25-01-2025,Organic
CUST095549,17-01-2025,Organic
CUST095551,20-12-2024,Social
CUST095552,19-08-2025,Paid
CUST095555,20-04-2025,Organic
CUST095556,24-06-2025,Organic
CUST095558,19-07-2025,Referral
CUST095559,02-06-2025,Paid
CUST095561,14-03-2025,Paid
CUST095564,10-06-2025,Paid
CUST095565,28-12-2024,Paid
CUST095566,11-01-2025,Referral
CUST095568,18-02-2025,Paid
CUST095569,11-12-2024,Organic
CUST095570,21-04-2025,Organic
CUST095572,19-08-2025,Paid
CUST095573,04-01-2025,Paid
CUST095574,09-04-2025,Referral
CUST095575,02-09-2025,Social
CUST095577,27-12-2024,Organic
CUST095578,24-03-2025,Referral
CUST095580,05-04-2025,Organic
CUST095583,01-08-2025,Organic
CUST095586,06-02-2025,Social
CUST095587,18-12-2024,Organic
CUST095593,03-05-2025,Paid
CUST095594,08-02-2025,Referral
CUST095595,10-08-2025,Paid
CUST095598,22-08-2025,Social
CUST095599,26-04-2025,Organic
CUST095602,28-02-2025,Paid
CUST095605,21-03-2025,Organic
CUST095608,04-02-2025,Organic
CUST095613,11-01-2025,Paid
CUST095614,27-07-2025,Referral
CUST095615,28-07-2025,Organic
CUST095618,13-12-2024,Referral
CUST095619,21-03-2025,Organic
CUST095625,01-07-2025,Organic
CUST095627,16-01-2025,Organic
CUST095629,19-05-2025,Paid
CUST095635,04-04-2025,Organic
CUST095638,16-07-2025,Paid
CUST095640,19-04-2025,Referral
CUST095641,05-02-2025,Social
CUST095642,26-03-2025,Referral
CUST095643,14-12-2024,Organic
CUST095645,17-12-2024,Referral
CUST095648,11-02-2025,Paid
CUST095649,26-06-2025,Paid
CUST095651,27-06-2025,Organic
CUST095652,14-04-2025,Paid
CUST095654,09-01-2025,Organic
CUST095655,13-11-2024,Paid
CUST095656,09-04-2025,Paid
CUST095657,14-12-2024,Referral
CUST095659,13-01-2025,Organic
CUST095662,27-12-2024,Paid
CUST095663,24-12-2024,Organic
CUST095664,16-01-2025,Social
CUST095667,28-12-2024,Organic
CUST095668,22-07-2025,Paid
CUST095672,20-04-2025,Organic
CUST095676,01-12-2024,Organic
CUST095678,23-02-2025,Social
CUST095680,30-03-2025,Organic
CUST095682,11-02-2025,Referral
CUST095686,22-06-2025,Referral
CUST095687,14-02-2025,Paid
CUST095690,11-11-2024,Organic
CUST095692,13-12-2024,Organic
CUST095693,16-03-2025,Organic
CUST095694,16-04-2025,Paid
CUST095696,09-11-2024,Organic
CUST095697,03-04-2025,Organic
CUST095698,11-01-2025,Organic
CUST095699,13-05-2025,Organic
CUST095703,24-04-2025,Social
CUST095704,19-01-2025,Organic
CUST095705,24-03-2025,Organic
CUST095706,27-03-2025,Paid
CUST095707,07-02-2025,Organic
CUST095710,04-04-2025,Paid
CUST095712,19-01-2025,Referral
CUST095715,10-02-2025,Referral
CUST095717,07-04-2025,Organic
CUST095723,20-01-2025,Organic
CUST095726,20-01-2025,Organic
CUST095728,04-06-2025,Organic
CUST095729,16-02-2025,Referral
CUST095730,13-11-2024,Organic
CUST095731,20-12-2024,Organic
CUST095732,14-12-2024,Organic
CUST095733,04-09-2025,Referral
CUST095734,23-03-2025,Paid
CUST095735,14-03-2025,Referral
CUST095737,24-05-2025,Paid
CUST095738,01-03-2025,Organic
CUST095740,07-01-2025,Organic
CUST095742,04-04-2025,Organic
CUST095743,06-04-2025,Organic
CUST095745,06-02-2025,Referral
CUST095746,05-11-2024,Organic
CUST095748,14-07-2025,Referral
CUST095750,11-07-2025,Social
CUST095751,19-12-2024,Organic
CUST095752,09-12-2024,Organic
CUST095754,08-12-2024,Organic
CUST095757,14-05-2025,Paid
CUST095759,02-06-2025,Referral
CUST095760,05-03-2025,Paid
CUST095761,27-03-2025,Organic
CUST095762,21-07-2025,Paid
CUST095763,13-04-2025,Organic
CUST095764,18-04-2025,Organic
CUST095765,29-12-2024,Social
CUST095769,25-03-2025,Organic
CUST095770,29-06-2025,Social
CUST095771,03-04-2025,Organic
CUST095773,15-01-2025,Organic
CUST095774,12-04-2025,Organic
CUST095779,04-05-2025,Organic
CUST095781,01-02-2025,Organic
CUST095783,28-01-2025,Paid
CUST095784,25-03-2025,Organic
CUST095787,29-04-2025,Referral
CUST095788,24-02-2025,Paid
CUST095789,05-02-2025,Organic
CUST095790,30-04-2025,Paid
CUST095791,13-02-2025,Paid
CUST095792,25-12-2024,Referral
CUST095794,01-02-2025,Referral
CUST095798,26-01-2025,Organic
CUST095801,28-11-2024,Organic
CUST095802,24-12-2024,Referral
CUST095803,08-01-2025,Social
CUST095804,17-12-2024,Organic
CUST095806,18-12-2024,Referral
CUST095807,18-01-2025,Paid
CUST095808,08-05-2025,Paid
CUST095810,01-06-2025,Paid
CUST095811,24-06-2025,Paid
CUST095812,19-04-2025,Organic
CUST095815,18-02-2025,Organic
CUST095816,31-01-2025,Organic
CUST095817,18-12-2024,Organic
CUST095818,09-04-2025,Organic
CUST095820,21-01-2025,Paid
CUST095821,27-02-2025,Paid
CUST095822,25-12-2024,Referral
CUST095823,02-02-2025,Organic
CUST095824,30-01-2025,Organic
CUST095825,04-03-2025,Social
CUST095826,24-02-2025,Paid
CUST095827,20-05-2025,Paid
CUST095828,02-02-2025,Organic
CUST095829,11-01-2025,Organic
CUST095833,26-12-2024,Organic
CUST095836,21-03-2025,Referral
CUST095837,11-11-2024,Organic
CUST095839,10-09-2025,Paid
CUST095842,11-05-2025,Organic
CUST095843,04-03-2025,Referral
CUST095844,12-12-2024,Referral
CUST095845,03-01-2025,Referral
CUST095847,28-01-2025,Organic
CUST095848,17-09-2025,Paid
CUST095849,02-06-2025,Social
CUST095851,29-05-2025,Organic
CUST095852,08-04-2025,Organic
CUST095854,21-01-2025,Referral
CUST095855,12-01-2025,Organic
CUST095857,20-03-2025,Paid
CUST095858,01-02-2025,Paid
CUST095859,21-08-2025,Organic
CUST095860,14-02-2025,Organic
CUST095866,08-07-2025,Organic
CUST095868,28-11-2024,Organic
CUST095869,03-06-2025,Referral
CUST095870,08-03-2025,Referral
CUST095871,02-02-2025,Organic
CUST095875,01-03-2025,Organic
CUST095877,14-03-2025,Referral
CUST095879,06-03-2025,Organic
CUST095884,07-06-2025,Paid
CUST095885,08-04-2025,Referral
CUST095886,11-01-2025,Social
CUST095887,23-01-2025,Organic
CUST095889,30-05-2025,Organic
CUST095890,05-03-2025,Paid
CUST095892,01-02-2025,Organic
CUST095893,18-01-2025,Organic
CUST095894,21-01-2025,Organic
CUST095895,10-07-2025,Organic
CUST095898,08-01-2025,Organic
CUST095899,27-04-2025,Organic
CUST095900,01-02-2025,Organic
CUST095901,02-12-2024,Referral
CUST095902,21-04-2025,Organic
CUST095903,01-03-2025,Organic
CUST095904,17-02-2025,Paid
CUST095909,02-12-2024,Social
CUST095910,18-01-2025,Organic
CUST095911,24-04-2025,Paid
CUST095912,06-02-2025,Organic
CUST095914,08-01-2025,Organic
CUST095917,25-04-2025,Paid
CUST095918,30-08-2025,Organic
CUST095919,02-12-2024,Paid
CUST095920,28-01-2025,Referral
CUST095921,04-09-2025,Paid
CUST095922,22-12-2024,Paid
CUST095923,28-02-2025,Organic
CUST095924,20-01-2025,Organic
CUST095926,05-06-2025,Paid
CUST095927,17-02-2025,Paid
CUST095932,13-02-2025,Organic
CUST095933,01-06-2025,Paid
CUST095935,21-03-2025,Organic
CUST095936,27-01-2025,Referral
CUST095937,20-02-2025,Referral
CUST095939,18-12-2024,Paid
CUST095942,26-01-2025,Paid
CUST095946,13-04-2025,Organic
CUST095947,06-11-2024,Organic
CUST095951,01-04-2025,Organic
CUST095953,29-01-2025,Organic
CUST095954,28-08-2025,Paid
CUST095955,08-01-2025,Paid
CUST095957,25-01-2025,Social
CUST095958,21-11-2024,Organic
CUST095961,08-12-2024,Referral
CUST095962,30-12-2024,Organic
CUST095965,20-05-2025,Organic
CUST095970,24-01-2025,Social
CUST095971,30-01-2025,Paid
CUST095973,09-04-2025,Referral
CUST095975,23-12-2024,Social
CUST095977,16-05-2025,Organic
CUST095981,27-02-2025,Organic
CUST095984,28-03-2025,Organic
CUST095988,25-12-2024,Organic
CUST095989,08-12-2024,Organic
CUST095990,25-03-2025,Social
CUST095994,10-02-2025,Social
CUST095997,11-01-2025,Organic
CUST095998,26-05-2025,Social
CUST095999,23-01-2025,Organic
CUST096004,15-04-2025,Organic
CUST096005,19-11-2024,Organic
CUST096007,09-07-2025,Social
CUST096008,06-01-2025,Organic
CUST096010,13-02-2025,Organic
CUST096011,08-01-2025,Organic
CUST096014,13-02-2025,Referral
CUST096015,08-06-2025,Organic
CUST096018,14-12-2024,Paid
CUST096020,17-07-2025,Social
CUST096022,01-02-2025,Organic
CUST096024,22-08-2025,Paid
CUST096026,25-07-2025,Organic
CUST096027,10-04-2025,Organic
CUST096028,02-05-2025,Organic
CUST096030,07-01-2025,Paid
CUST096032,09-01-2025,Organic
CUST096033,25-11-2024,Social
CUST096035,12-04-2025,Organic
CUST096037,14-02-2025,Organic
CUST096041,06-05-2025,Paid
CUST096044,08-08-2025,Social
CUST096048,19-02-2025,Paid
CUST096049,26-12-2024,Paid
CUST096050,13-12-2024,Referral
CUST096051,23-01-2025,Referral
CUST096052,17-03-2025,Referral
CUST096054,18-01-2025,Social
CUST096056,03-08-2025,Social
CUST096059,29-04-2025,Organic
CUST096060,08-12-2024,Paid
CUST096061,05-05-2025,Referral
CUST096062,08-03-2025,Organic
CUST096063,31-01-2025,Organic
CUST096069,10-12-2024,Organic
CUST096070,29-11-2024,Paid
CUST096071,04-02-2025,Organic
CUST096076,19-04-2025,Organic
CUST096078,28-07-2025,Paid
CUST096079,20-01-2025,Organic
CUST096081,09-04-2025,Organic
CUST096082,12-07-2025,Paid
CUST096083,18-02-2025,Organic
CUST096084,31-01-2025,Organic
CUST096086,13-08-2025,Paid
CUST096088,31-12-2024,Referral
CUST096090,06-01-2025,Organic
CUST096093,13-12-2024,Organic
CUST096094,30-03-2025,Social
CUST096095,24-03-2025,Organic
CUST096096,02-02-2025,Paid
CUST096097,20-12-2024,Organic
CUST096098,30-05-2025,Social
CUST096099,18-05-2025,Organic
CUST096102,04-02-2025,Paid
CUST096103,22-03-2025,Referral
CUST096105,27-03-2025,Organic
CUST096107,20-06-2025,Paid
CUST096109,08-01-2025,Organic
CUST096111,07-12-2024,Organic
CUST096115,08-02-2025,Referral
CUST096116,12-01-2025,Organic
CUST096117,29-12-2024,Paid
CUST096118,15-01-2025,Organic
CUST096120,27-04-2025,Organic
CUST096122,04-05-2025,Organic
CUST096124,05-06-2025,Organic
CUST096125,09-12-2024,Organic
CUST096126,05-02-2025,Referral
CUST096127,27-02-2025,Paid
CUST096128,31-12-2024,Organic
CUST096129,01-04-2025,Organic
CUST096135,04-05-2025,Organic
CUST096137,14-05-2025,Social
CUST096139,15-05-2025,Organic
CUST096140,04-05-2025,Organic
CUST096142,05-03-2025,Organic
CUST096143,18-03-2025,Organic
CUST096146,11-02-2025,Referral
CUST096149,29-03-2025,Organic
CUST096154,24-05-2025,Organic
CUST096155,15-01-2025,Paid
CUST096158,27-12-2024,Organic
CUST096160,20-04-2025,Paid
CUST096162,10-03-2025,Social
CUST096163,25-01-2025,Organic
CUST096166,24-02-2025,Organic
CUST096167,07-05-2025,Paid
CUST096168,20-02-2025,Social
CUST096170,30-01-2025,Organic
CUST096171,30-06-2025,Social
CUST096172,31-03-2025,Organic
CUST096173,08-01-2025,Referral
CUST096174,28-02-2025,Organic
CUST096175,09-04-2025,Organic
CUST096176,11-02-2025,Organic
CUST096177,01-07-2025,Paid
CUST096180,13-04-2025,Organic
CUST096183,16-02-2025,Social
CUST096186,23-04-2025,Organic
CUST096187,22-12-2024,Organic
CUST096188,17-02-2025,Organic
CUST096191,15-12-2024,Organic
CUST096193,02-05-2025,Social
CUST096194,04-03-2025,Organic
CUST096195,10-02-2025,Referral
CUST096196,19-08-2025,Referral
CUST096197,09-12-2024,Referral
CUST096198,03-05-2025,Organic
CUST096201,19-03-2025,Organic
CUST096202,01-05-2025,Organic
CUST096203,05-01-2025,Referral
CUST096205,05-12-2024,Referral
CUST096207,11-06-2025,Paid
CUST096208,04-12-2024,Social
